Share Count	Author	Date	Title
547	Thomas Friedman	2014-03-02	From the Pyramid to the Square
1708	Ross Douthat	2014-03-02	The Terms of Our Surrender
1105	Maureen Dowd	2014-03-02	Brace Yourself for Hillary and Jeb
12332	Nicholas Kristof	2014-03-02	The Compassion Gap
800	The Editorial Board	2014-03-02	The Dying Art of Legislating
118	The Editorial Board	2014-03-02	Regulating Electronic Cigarettes
100	The Editorial Board	2014-03-02	Fear Mongering With Medicare
470	Gail Collins	2014-03-01	Arizona Sort of Helps Out
834	Charles Blow	2014-03-01	Fathers’ Sons and Brothers’ Keepers
447	The Editorial Board	2014-03-01	What Is Russia’s Aim in Ukraine?
43	The Editorial Board	2014-03-01	The N.F.L. Begins to Wake Up
196	The Editorial Board	2014-03-01	Preparing Teachers for the Common Core
309	Joe Nocera	2014-03-01	The Bitcoin Blasphemy
4015	Roger Cohen	2014-02-28	Cry for Me, Argentina
1108	The Editorial Board	2014-02-28	Business and the Minimum Wage
95	The Editorial Board	2014-02-28	Thailand at the Brink
56	The Editorial Board	2014-02-28	Driving Down Childhood Obesity
902	Paul Krugman	2014-02-28	No Big Deal
301	David Brooks	2014-02-28	Ease and Ardor
30	The Editorial Board	2014-02-28	China's Growing Stake in Stability
151	The Editorial Board	2014-02-27	A Simpler Tax Plan, Not a Better One
129	The Editorial Board	2014-02-27	Better Lawyering for the Poor
39	The Editorial Board	2014-02-27	Liar’s Jackpot
1920	Gail Collins	2014-02-27	The State of Arizona
1063	Charles Blow	2014-02-27	No Country for Old Mores
2063	Nicholas Kristof	2014-02-27	Targeting the Johns in Sex Trade
515	Maureen Dowd	2014-02-26	Parade Marches Backward
211	The Editorial Board	2014-02-26	A Military Budget to Fit the Times
168	The Editorial Board	2014-02-26	North Korea’s Atrocities
573	Thomas Friedman	2014-02-26	Don’t Just Do Something. Sit There.
205	Roger Cohen	2014-02-25	Known Unto God
140	The Editorial Board	2014-02-25	Ukraine’s Uncertain Future
707	The Editorial Board	2014-02-25	A License to Discriminate
124	The Editorial Board	2014-02-25	The Capture of Chapo Guzmán
181	Joe Nocera	2014-02-25	‘The Wild West of Privacy’
678	David Brooks	2014-02-25	Fake Putin Diary!
111	The Editorial Board	2014-02-24	A Second Front in the Privacy Wars
357	The Editorial Board	2014-02-24	Locked Away in Immigration Jails
99	The Editorial Board	2014-02-24	Let the E.P.A. Do Its Job
4156	Paul Krugman	2014-02-24	Health Care Horror Hooey
3069	The Editorial Board	2014-02-23	What the Stimulus Accomplished
200	Maureen Dowd	2014-02-23	Christie Puts the Gloves On
1478	Nicholas Kristof	2014-02-23	When Even the Starting Line Is Out of Reach
230	Ross Douthat	2014-02-23	The Games Putin Plays
27447	Thomas Friedman	2014-02-23	How to Get a Job at Google
34	The Editorial Board	2014-02-23	The F.C.C. Tries Again
70	The Editorial Board	2014-02-23	A Picasso in Trouble
2522	The Editorial Board	2014-02-22	An End to the Grand-Bargain Charades
1182	The Editorial Board	2014-02-22	Turkey’s Internet Crackdown
874	Charles Blow	2014-02-22	Accommodating Divisiveness
609	Gail Collins	2014-02-22	Texas Strikes Again
268	The Editorial Board	2014-02-22	Coping With Infectious Disease
128	Joe Nocera	2014-02-22	Will the Net Stay Neutral?
303	The Editorial Board	2014-02-21	New York Rethinks Solitary Confinement
131	The Editorial Board	2014-02-21	Los Angeles’s Costly Lesson for the Vatican
176	The Editorial Board	2014-02-21	Muzzling Speech in India
894	David Brooks	2014-02-21	Capitalism for the Masses
1245	Paul Krugman	2014-02-21	The Stimulus Tragedy
107	Roger Cohen	2014-02-21	Memories of Chile
17	The Editorial Board	2014-02-21	Frank Underwood, Boffo in Beijing
1309	The Editorial Board	2014-02-20	The Clear Benefits of a Higher Wage
57	The Editorial Board	2014-02-20	Ukraine’s Deadly Turn
31	The Editorial Board	2014-02-20	Calmer Streets, Safer City
9726	Nicholas Kristof	2014-02-20	Is That Sausage Worth This?
787	Gail Collins	2014-02-20	The Least We Can Do
1498	Charles Blow	2014-02-20	The Bias Against Black Bodies
1026	The Editorial Board	2014-02-20	War, Peace and the Law
500	Maureen Dowd	2014-02-19	History: Get Me Rewrite!
546	The Editorial Board	2014-02-19	Change the Rules on Secret Money
61	The Editorial Board	2014-02-19	What Next for Syria?
500	Maureen Dowd	2014-02-19	History: Get Me Rewrite!
546	The Editorial Board	2014-02-19	Change the Rules on Secret Money
61	The Editorial Board	2014-02-19	What Next for Syria?
647	The Editorial Board	2014-02-19	Gov. Cuomo’s Bold Step on Prison Education
906	Thomas Friedman	2014-02-19	Breakfast Before the MOOC
146	Joe Nocera	2014-02-18	Joyce Does It Her Way
120	The Editorial Board	2014-02-18	Europe Flirts With Deflation
62	The Editorial Board	2014-02-18	The Port Authority Loses Its Way
328	The Editorial Board	2014-02-18	Banning Ivory Sales in America
2844	David Brooks	2014-02-18	The Prodigal Sons
166	Frank Bruni	2014-02-18	Hillary’s Secrets
76	The Editorial Board	2014-02-18	As Genocide Looms
12	The Editorial Board	2014-02-18	Tracking Plundered Art
132	Roger Cohen	2014-02-18	Britannia Rues the Waves
329	The Editorial Board	2014-02-17	New York’s Broken Parole System
1226	The Editorial Board	2014-02-17	The New College Campus
883	The Editorial Board	2014-02-17	Regulatory Favoritism in North Carolina
2816	Paul Krugman	2014-02-17	Barons of Broadband
245	Frank Bruni	2014-02-16	Let Our Lawmakers Hide!
742	Ross Douthat	2014-02-16	Parental Pity Party
957	Thomas Friedman	2014-02-16	Start-Up America: Our Best Hope
742	Maureen Dowd	2014-02-16	Marry First, Then Cheat
10911	Nicholas Kristof	2014-02-16	Professors, We Need You!
248	The Editorial Board	2014-02-16	To Save Fish and Birds
34	The Editorial Board	2014-02-16	An Encouraging Chinese Courtship
485	The Editorial Board	2014-02-16	The Line at the ‘Super PAC’ Trough
47	The Editorial Board	2014-02-15	Next Move on Press Freedom
85	The Editorial Board	2014-02-15	Making Retirements Less Secure
322	The Editorial Board	2014-02-15	The Common Core in New York
171	Joe Nocera	2014-02-15	Innovation, Optimism and Jobs
61	The Editorial Board	2014-02-15	False Nostalgia in Switzerland
86	The Editorial Board	2014-02-14	More Engagement With India
11	The Editorial Board	2014-02-14	A First Stab at a Prudent City Budget
320	The Editorial Board	2014-02-14	If a Cable Giant Becomes Bigger
248	David Brooks	2014-02-14	The Refiner’s Fire
2840	Paul Krugman	2014-02-14	Inequality, Dignity and Freedom
119	The Editorial Board	2014-02-14	India’s Air Pollution Emergency
105	Roger Cohen	2014-02-14	An Ally Offended
90	The Editorial Board	2014-02-13	Mr. de Blasio’s Welcoming Gesture
93	The Editorial Board	2014-02-13	Why ‘Team G.B.’ Needs Scotland
851	Charles Blow	2014-02-13	Thomas Speaks ... Blindly About Race
460	The Editorial Board	2014-02-13	Making College Pay
4099	Nicholas Kristof	2014-02-13	When Emily Was Sold for Sex
1332	The Editorial Board	2014-02-12	6 Million Americans Without a Voice
93	The Editorial Board	2014-02-12	Medicaid Expansion, Red-State Style
142	The Editorial Board	2014-02-12	Demonizing Gays in Africa
647	Thomas Friedman	2014-02-12	Israel’s Big Question
36	The Editorial Board	2014-02-12	Justice for Bangladesh’s Workers
21	The Editorial Board	2014-02-11	The Message From Homs
19	The Editorial Board	2014-02-11	The State of Mr. de Blasio’s City
27	The Editorial Board	2014-02-11	Army Auditors’ Shock and Awe
203	The Editorial Board	2014-02-11	Gay Rights and the Justice Department
83	Joe Nocera	2014-02-11	Dogged by Data Theft
584	David Brooks	2014-02-11	The American Precariat
5066	Frank Bruni	2014-02-11	Panic in the Locker Room!
610	Roger Cohen	2014-02-11	The B.D.S. Threat
66	The Editorial Board	2014-02-10	A More Useful Germany
81	The Editorial Board	2014-02-10	Closing In on Basic Mideast Principles
412	The Editorial Board	2014-02-10	Mercy in the Justice System
3014	Paul Krugman	2014-02-10	Writing Off the Unemployed
3723	The Editorial Board	2014-02-09	The Case for a Higher Minimum Wage
3844	Nicholas Kristof	2014-02-09	Inside a Mental Hospital Called Jail
242	Ross Douthat	2014-02-09	Leaving Work Behind
556	Thomas Friedman	2014-02-09	Whose Garbage Is This Anyway?
462	Frank Bruni	2014-02-09	A Pope You Can Eat
1923	Maureen Dowd	2014-02-09	Still Mad as Hell
197	The Editorial Board	2014-02-08	The Bloody Ivory Business
39	The Editorial Board	2014-02-08	Currency Wars, Revisited
115	The Editorial Board	2014-02-08	New York’s Affordable Housing Shortage
651	Charles Blow	2014-02-08	A Pen, a Phone and a Meme
448	Gail Collins	2014-02-08	Boehner on Fantasy Island
189	Joe Nocera	2014-02-08	Pussy Riot Tells All
326	The Editorial Board	2014-02-07	A Spotlight on Mr. Putin’s Russia
129	The Editorial Board	2014-02-07	Taking Tobacco Off the Shelves
209	The Editorial Board	2014-02-07	The Homogeneous Federal Bench
366	David Brooks	2014-02-07	Other People’s Views
2572	Paul Krugman	2014-02-07	Health, Work, Lies
115	Roger Cohen	2014-02-07	Setting Aside Revealed Truth
87	The Editorial Board	2014-02-07	Tangling With China
499	The Editorial Board	2014-02-06	Detroit’s Immigration Solution
147	The Editorial Board	2014-02-06	The U.N. Confronts the Vatican
290	The Editorial Board	2014-02-06	A Missing Argument on Contraceptives
138	Gail Collins	2014-02-06	Calling All Candidates
4718	Nicholas Kristof	2014-02-06	At 90, This Doctor Is Still Calling
1241	Charles Blow	2014-02-06	‘Williams,’ the Princess and the Gender Pay Gap
737	Maureen Dowd	2014-02-05	High School Maniacal
2328	The Editorial Board	2014-02-05	Freeing Workers From the Insurance Trap
174	The Editorial Board	2014-02-05	Overselling Testosterone, Dangerously
347	The Editorial Board	2014-02-05	Saving Ukraine
1297	Thomas Friedman	2014-02-05	The Third Intifada
85	The Editorial Board	2014-02-04	The Mayor and the Unions
411	The Editorial Board	2014-02-04	Democracy in Thailand, Interrupted
574	The Editorial Board	2014-02-04	A Chill on Speech
443	The Editorial Board	2014-02-04	Firearms’ Toll Among the Young
1308	Joe Nocera	2014-02-04	The Gun Report, 1 Year Later
1963	David Brooks	2014-02-04	What Machines Can’t Do
565	Frank Bruni	2014-02-04	Love, Death and Sochi
161	The Editorial Board	2014-02-04	Holding Sri Lanka to Account
48	Roger Cohen	2014-02-04	The Talks, Round Two
369	The Editorial Board	2014-02-03	The Capitol’s Spinning Door Accelerates
29	The Editorial Board	2014-02-03	A Tiny Glimmer From North Korea
33	The Editorial Board	2014-02-03	Gov. Cuomo’s Cleanup Campaign
3360	Paul Krugman	2014-02-03	Delusions of Failure
217	Thomas Friedman	2014-02-03	Abbas’s NATO Proposal
160	Ross Douthat	2014-02-02	The G.O.P.’s Immigration Delusion
197	Thomas Friedman	2014-02-02	A Wonderful Country
310	Maureen Dowd	2014-02-02	The Gospel According to Paul
4704	Nicholas Kristof	2014-02-02	Dylan Farrow’s Story
924	The Editorial Board	2014-02-02	What G.O.P.-Style Reform Looks Like
174	The Editorial Board	2014-02-02	A Ghastly Injustice in India
768	Frank Bruni	2014-02-02	Maturity’s Victories
54	The Editorial Board	2014-02-02	Making Surveillance a Little Less Opaque
350	Gail Collins	2014-02-01	Christie Plays Defense
600	Charles Blow	2014-02-01	The Masculine Mistake
336	Joe Nocera	2014-02-01	Unionized College Athletes?
93	The Editorial Board	2014-02-01	Aid for Students With a Dream
101	The Editorial Board	2014-02-01	Fewer Benefits for Target’s Part-Timers
88	The Editorial Board	2014-02-01	The Economic Road Ahead
137	The Editorial Board	2014-02-01	Ireland and Child Abuse
498	The Editorial Board	2014-01-31	Football, Pain and Marijuana
114	The Editorial Board	2014-01-31	A New Day for New Yorkers
239	The Editorial Board	2014-01-31	Fixing Immigration, in Principle
1178	Paul Krugman	2014-01-31	Talking Troubled Turkey
407	David Brooks	2014-01-31	The Opportunity Coalition
925	Roger Cohen	2014-01-31	A Middle Eastern Primer
251	The Editorial Board	2014-01-31	Time for a Deal in Ukraine
38	The Editorial Board	2014-01-31	United Against China?
430	The Editorial Board	2014-01-30	Secrecy Behind Executions
138	The Editorial Board	2014-01-30	The Farm Bill Could Have Been Worse
1732	Nicholas Kristof	2014-01-30	Pre-K, the Great Debate
473	Gail Collins	2014-01-30	How Preschool Got Hot
472	Charles Blow	2014-01-30	The Incredible Shrinking Presidency
44	The Editorial Board	2014-01-30	President Karzai’s Perfidies
473	The Editorial Board	2014-01-29	The Diminished State of the Union
107	Maureen Dowd	2014-01-29	Dealing With Pot
797	Thomas Friedman	2014-01-29	Why Kerry Is Scary
80	The Editorial Board	2014-01-29	Roadblocks on Health Reform
1121	The Editorial Board	2014-01-29	Argentina on the Brink
611	The Editorial Board	2014-01-29	Tunisia’s Remarkable Achievement
298	The Editorial Board	2014-01-28	The Mayor Pushes Back, for Pre-K
133	The Editorial Board	2014-01-28	Contraception Before the Court
66	The Editorial Board	2014-01-28	The House Targets Superfund
266	Joe Nocera	2014-01-28	From Your Friends at the N.R.A.
2470	David Brooks	2014-01-28	Alone, Yet Not Alone
2318	Frank Bruni	2014-01-28	Emilio’s Great Race
1814	Roger Cohen	2014-01-28	The Egyptian Disaster
15	The Editorial Board	2014-01-28	Insults Over Islets
1210	The Editorial Board	2014-01-28	Turkey’s Wrong Turn
120	The Editorial Board	2014-01-27	Okinawa Solution, Elusive as Ever
77	The Editorial Board	2014-01-27	Getting an Accurate Fix on Schools
140	The Editorial Board	2014-01-27	The Expanding Power of U.S. v. Windsor
308	The Editorial Board	2014-01-27	A Formula for Repelling Women Voters
4507	Paul Krugman	2014-01-27	Paranoia of the Plutocrats
618	Maureen Dowd	2014-01-26	Now Playing in Denver: Reefer Gladness
3601	Nicholas Kristof	2014-01-26	3 Enemas Later, Still No Drugs
343	Ross Douthat	2014-01-26	More Imperfect Unions
521	Thomas Friedman	2014-01-26	1; 5,000; 500,000
399	The Editorial Board	2014-01-26	Talking Sexual Violence Without Giving Offense
4191	The Editorial Board	2014-01-26	The Koch Party
47	The Editorial Board	2014-01-26	Preventing the Next Data Breach
664	Joe Nocera	2014-01-25	For the Mentally Ill, It’s Worse
1983	Charles Blow	2014-01-25	The Penance of Glenn Beck
17	The Editorial Board	2014-01-25	Zero Traffic Fatalities
480	The Editorial Board	2014-01-25	A Hidden Threat in the Farm Bill
26	The Editorial Board	2014-01-25	Dividing the Bank Settlement
82	The Editorial Board	2014-01-25	Iran’s Charm Offensive
1045	Gail Collins	2014-01-25	Huckabee Spills the Beans
271	The Editorial Board	2014-01-25	The Rights of French Women
53	The Editorial Board	2014-01-25	The Globalization of Pollution
1405	David Brooks	2014-01-24	It Takes a Generation
289	The Editorial Board	2014-01-24	End the Phone Data Sweeps
29	The Editorial Board	2014-01-24	Quick Work on Paid Sick Leave
309	The Editorial Board	2014-01-24	Even More Addictive Cigarettes
28	The Editorial Board	2014-01-24	Progress on Predatory Lending
2097	Paul Krugman	2014-01-24	The Populist Imperative
21	The Editorial Board	2014-01-24	Casino Fever in Asia
63	Roger Cohen	2014-01-24	French Couples
64	The Editorial Board	2014-01-23	Political Rumble Over Pre-K
167	The Editorial Board	2014-01-23	A Plan to Make Voting Easier
370	The Editorial Board	2014-01-23	Ukrainian Standoff
1065	Nicholas Kristof	2014-01-23	Modern Family Matters
957	Gail Collins	2014-01-23	The Luck of the Pontiff
8040	Charles Blow	2014-01-23	Reading Books Is Fundamental
38	The Editorial Board	2014-01-23	France’s Wandering Scapegoats
13	The Editorial Board	2014-01-23	Suddenly, Hope in Africa
43	The Editorial Board	2014-01-22	Another Syria Peace Conference
53	The Editorial Board	2014-01-22	A Rebuff to Overbroad Watch Lists
34	The Editorial Board	2014-01-22	How Gov. Christie Moves Forward
1046	Thomas Friedman	2014-01-22	WikiLeaks, Drought and Syria
57	The Editorial Board	2014-01-22	Backsliding on the Climate
203	The Editorial Board	2014-01-21	Saratoga Springs Doesn’t Need a Casino
667	The Editorial Board	2014-01-21	Detention Must Be Paid
15026	David Brooks	2014-01-21	The Art of Presence
74	The Editorial Board	2014-01-21	A Potentially Harmful Merger
167	The Editorial Board	2014-01-21	Pre-K on the Starting Blocks
3229	Joe Nocera	2014-01-21	Does Brazil Have the Answer?
169	Frank Bruni	2014-01-21	The Obama-Bush Nexus
136	The Editorial Board	2014-01-21	Gay-Baiting Before the Olympics
515	Roger Cohen	2014-01-21	Twitter-Bashing Bores
97	The Editorial Board	2014-01-20	What’s Happening With the Air Force?
19	The Editorial Board	2014-01-20	A-Rod’s Drug Testing
87	The Editorial Board	2014-01-20	Dangerous Inaction by the Election Commission
400	The Editorial Board	2014-01-20	When Children Become Criminals
5467	Paul Krugman	2014-01-20	The Undeserving Rich
177	The Editorial Board	2014-01-20	Fixing Disability Courts
1645	Frank Bruni	2014-01-19	The Cruelest Pregnancy
1681	The Editorial Board	2014-01-19	Smoking Is Worse Than You Imagined
5054	Thomas Friedman	2014-01-19	Obama’s Homework Assignment
1159	Nicholas Kristof	2014-01-19	‘Neglected Topic’ Winner: Climate Change
169	Ross Douthat	2014-01-19	At Last, Conservative Reform
157	Maureen Dowd	2014-01-19	Peeling Away the Plastic
377	The Editorial Board	2014-01-19	A Step Toward Restoring Voting Rights
103	The Editorial Board	2014-01-19	Trade and the Environment
397	Gail Collins	2014-01-18	The $1 Trillion Question
13	The Editorial Board	2014-01-18	Help With Medical Bills
885	The Editorial Board	2014-01-18	A Good Start for Health Care Sign-Ups
